chunk_id,section_id,chunk_text,chunk_index
306,1,"Disruptive behaviour and dissocial disorders
In 2021, 41 million people, including children and adolescents, were living with conduct-dissocial disorder (1).",306
307,1,"This disorder, also known as conduct disorder, is one of two disruptive behaviour and dissocial disorders, the other is oppositional defiant disorder.",307
308,1,"Disruptive behaviour and dissocial disorders are characterised by persistent behaviour problems such as persistently defiant or disobedient to behaviours that persistently violate the basic rights of others or major age-appropriate societal norms, rules, or laws.",308
309,1,"Onset of disruptive and dissocial disorders, is commonly, though not always, during childhood.",309
310,1,"Effective psychological treatments exist, such as cognitive problem-solving and/or social skills training, and often involve parents, caregivers, and teachers.",310
311,1,"Neurodevelopmental disorders
Neurodevelopmental disorders are behavioural and cognitive disorders, that arise during the developmental period, and involve significant difficulties in the acquisition and execution of specific intellectual, motor, language, or social functions.",311
312,1,"Neurodevelopmental disorders include disorders of intellectual development, autism spectrum disorder, and attention deficit hyperactivity disorder (ADHD) amongst others.",312
313,1,"ADHD is characterised by a persistent pattern of inattention and/or hyperactivity-impulsivity that has a direct negative impact on academic, occupational, or social functioning.",313
314,1,"Disorders of intellectual development are characterised by significant limitations in intellectual functioning and adaptive behaviour, which refers to difficulties with everyday conceptual, social, and practical skills that are performed in daily life.",314
315,1,"Autism spectrum disorder (ASD) constitutes a diverse group of conditions characterised by some degree of difficulty with social communication and reciprocal social interaction, as well as persistent restricted, repetitive, and inflexible patterns of behaviour, interests, or activities.",315
316,1,"Effective treatment options exist including psychosocial interventions, behavioural interventions, occupational and speech therapy.",316
317,1,"For certain diagnoses and age groups, medication may also be considered.",317
318,1,"Risk factors 
At any one time, a diverse set of individual, family, community, and structural factors may combine to protect or undermine mental health.",318
319,1,"Although most people are resilient, people who are exposed to adverse circumstances – including poverty, violence, disability, and inequality – are at higher risk.",319
320,1,"Protective and risk factors include individual psychological and biological factors, such as emotional skills as well as genetics.",320
321,1,Many of the risk and protective factors are influenced through changes in brain structure and/or function.,321
322,1,"Health systems and social support
Health systems have not yet adequately responded to the needs of people with mental disorders and are significantly under resourced.",322
323,1,The gap between the need for treatment and its provision is wide all over the world; and is often poor in quality when delivered.,323
324,1,"For example, only 29% of people with psychosis (3) and only one third of people with depression receive formal mental health care (4).",324
325,1,"People with mental disorders also require social support, including support in developing and maintaining personal, family, and social relationships.",325
326,1,"People with mental disorders may also need support for educational programmes, employment, housing, and participation in other meaningful activities.",326
327,1,The following list does not include all possible symptoms.,327
328,1,Symptoms may change with new COVID-19 variants and can vary depending on vaccination status.,328
329,1,"Possible symptoms include:

Fever or chills
Cough
Shortness of breath or difficulty breathing
Sore throat
Congestion or runny nose
New loss of taste or smell
Fatigue
Muscle or body aches
Headache
Nausea or vomiting
Diarrhea
CDC will continue to update this list as we learn more about COVID-19.",329
330,1,"Feeling Sick?
Stay home and away from others (including people you live with who are not sick) if you have symptoms that aren't better explained by another cause.",330
331,1,Seek health care promptly for testing and/or treatment if you have risk factors for severe illness; treatment may help lower your risk of severe illness.,331
332,1,"When to seek emergency help
Look for emergency warning signs* for COVID 19:

Trouble breathing
Persistent pain or pressure in the chest
New confusion
Inability to wake or stay awake
Depending on skin tone, lips, nail beds and skin may appear pale, gray, or blue.",332
333,1,"If someone is showing any of these signs, call 911 or call ahead to your local emergency facility.",333
334,1,Notify the operator that you are seeking care for someone who has or may have COVID-19.,334
335,1,*This list does not include all possible symptoms.,335
336,1,Please call your medical provider for any other symptoms that are severe or concerning to you.,336
337,1,"Difference between flu and COVID-19
Influenza (Flu) and COVID-19 are both contagious respiratory illnesses, but they are caused by different viruses.",337
338,1,"COVID-19 is caused by infection with a coronavirus named SARS-CoV-2, and flu is caused by infection with one of the influenza viruses.",338
339,1,You cannot tell the difference between flu and COVID-19 by symptoms alone because some of the symptoms are the same.,339
340,1,"Some nucleic acid amplification tests (NAATs), including PCR tests, can differentiate between flu and COVID-19 at the same time.",340
341,1,"If one of these tests is not available, many testing locations provide flu and COVID-19 tests separately.",341
342,1,"Asthma causes wheezing, breathlessness, chest tightness, and coughing at night or early in the morning.",342
343,1,"If you have asthma, you have it all the time, but you will have asthma attacks only when something bothers your lungs.",343
344,1,"An asthma attack may include coughing, chest tightness, wheezing, and trouble breathing.",344
345,1,"The attack happens in your body's airways, which are the paths that carry air to your lungs.",345
346,1,"As the air moves through your lungs, the airways become smaller, like the branches of a tree are smaller than the tree trunk.",346
347,1,"During an asthma attack, the sides of the airways in your lungs swell and the airways shrink.",347
348,1,"Less air gets in and out of your lungs, and mucous that your body makes clogs up the airways.",348
349,1,"You can control your asthma by knowing the warning signs of an asthma attack, staying away from things that cause an attack, and following your doctor's advice.",349
350,1,"Diagnosis
It can be hard to tell if someone has asthma, especially in children under age 5.",350
351,1,A doctor can help you find out if you have asthma.,351
352,1,"During a checkup, a doctor may ask if you cough a lot, especially at night.",352
353,1,He or she may also ask whether your breathing problems are worse after physical activity or at certain times of year.,353
354,1,"The doctor may ask about chest tightness, wheezing, and colds lasting more than 10 days.",354
355,1,"He or she may ask whether anyone in your family has or has had asthma, allergies, or other breathing problems.",355
356,1,The doctor may ask about your home and whether you have missed school or work or have trouble doing certain things.,356
357,1,"The doctor may also do a breathing test, called spirometry, to find out how well your lungs are working.",357
358,1,Spirometry tests how much air you breathe out after taking a very deep breath before and after you use asthma medicine.,358
359,1,"Symptom management
Take your medicine exactly as your doctor tells you and stay away from things that can trigger an attack to control your asthma.",359
360,1,Everyone with asthma does not take the same medicine.,360
361,1,You can breathe in some medicines and take other medicines as a pill.,361
362,1,Asthma medicines can be used in several ways -- as reliever therapy or as controller therapy.,362
363,1,"If you need to use your reliever medicine more and more, visit your doctor to see if you need a different medicine.",363
364,1,Controller medicines help you have fewer and milder asthma attacks.,364
365,1,Asthma medicines can have side effects.,365
366,1,Most side effects are mild and soon go away.,366
367,1,Ask your doctor about the side effects of your medicines.,367
368,1,"Resources and tools
Asthma information in other languages:

Arabic
Chinese
French
German
Haitian
Hindi
Korean
Mongolian
Myanmar (Burmese)
Portuguese
Russian
Somali
Spanish
Tagalog
Urdu
Vietnamese
Checklist for home visitors
A trained home visitor can help find common asthma triggers in homes and discuss ways to reduce and remove triggers.",368
369,1,"Removing asthma triggers in the home, along with proper medical care can improve health.",369
370,1,The checklist is organized into a Core Assessment plus two appendices (Dust Mite Module and Mold and Moisture Module).,370
371,1,"The Core Assessment can be used for all types of housing and climates, but the additional modules can be used if dust mites or mold/moisture issues are suspected by the trained home visitor.",371
372,1,The suggested action items in this checklist are generally simple and low cost.,372
373,1,"Type 1 diabetes
Type 1 diabetes is thought to be caused by an autoimmune reaction (the body attacks itself by mistake).",373
374,1,This reaction stops your body from making insulin.,374
375,1,"If you have type 1 diabetes, you’ll need to take insulin every day to survive.",375
376,1,People with type 1 diabetes in its early stages don’t have any symptoms.,376
377,1,"As type 1 progresses, symptoms can appear suddenly, in just a few weeks or months, and can be severe.",377
378,1,"Currently, no one knows how to prevent type 1 diabetes, but if found early, type 1 can be treated to avoid or delay symptoms and serious complications.",378
379,1,Type 1 diabetes is usually diagnosed in children and young adults but can be diagnosed at any age.,379
380,1,"Keep Reading
About Type 1 Diabetes
Type 2 diabetes
With type 2 diabetes, your body doesn’t use insulin well and can’t keep blood sugar at normal levels.",380
381,1,"It develops over many years and is usually diagnosed in adults (but more and more in children, teens, and young adults).",381
382,1,"You may not notice any symptoms, so it's important to get your blood sugar tested if you're at risk.",382
383,1,"Keep Reading
About Type 2 Diabetes
Gestational diabetes
Gestational diabetes develops in pregnant women who have never had diabetes.",383
384,1,"If you have gestational diabetes, your baby could be at higher risk for health problems.",384
385,1,Gestational diabetes usually goes away after your baby is born.,385
386,1,"However, it increases your risk for type 2 diabetes later in life.",386
387,1,Your baby is more likely to have obesity as a child or teen and develop type 2 diabetes later in life.,387
388,1,"Keep Reading
About Gestational Diabetes
Prevention
Type 2 diabetes and prediabetes
In the United States, more than 2 in 5 adults have prediabetes.",388
389,1,About 8 in 10 people with prediabetes don't know they have it.,389
390,1,"With prediabetes, blood sugar levels are higher than normal, but not high enough for a type 2 diabetes diagnosis.",390
391,1,"Prediabetes raises your risk for type 2 diabetes, heart disease, and stroke.",391
392,1,Prediabetes and type 2 diabetes can be prevented with lifestyle changes.,392
393,1,"These include losing weight if you're overweight, eating a healthy diet, and getting regular physical activity.",393
394,1,"Type 1 diabetes
Currently, no one knows how to prevent type 1 diabetes, but in its early stages, type 1 can be treated to avoid or delay symptoms and serious complications.",394
395,1,"Gestational diabetes
If you're at risk for gestational diabetes, you may be able to prevent it with lifestyle changes, including healthy eating and regular physical activity.",395
396,1,"How you can prevent type 2 diabetes
If you have prediabetes, learn how the lifestyle change program can help you take healthy steps to prevent or delay type 2 diabetes.",396
397,1,"Diabetes by the numbers
In the United States:

More than 40 million Americans have diabetes, and more than 1 in 4 adults with diabetes don't know they have it.",397
398,1,Diabetes is the seventh leading cause of death.,398
399,1,Type 2 diabetes accounts for about 90% to 95% of all diagnosed cases of diabetes; type 1 diabetes accounts for about 5% to 10%.,399
400,1,"1 cause of kidney failure, lower-limb amputations, and adult blindness.",400
401,1,"In the last 20 years, the number of adults diagnosed with diabetes has more than doubled.",401
402,1,"Diabetes is the most costly health condition in the United States, accounting for 25% of all health care spending and costing $640 billion in 2021.",402
403,1,"Stroke statistics by race and ethnicity
Stroke is a leading cause of death for Americans.",403
404,1,The risk of having a stroke varies with race and ethnicity.,404
405,1,Risk of having a first stroke is nearly twice as high for non-Hispanic Black adults as for White adults.,405
406,1,"2
Non-Hispanic Black adults and Pacific Islander adults have the highest rates of death from stroke.",406
407,1,"1
Stroke risk varies by age
Stroke risk increases with age, but strokes can—and do—occur at any age.",407
408,1,"In 2014, 38% of people hospitalized for stroke were less than 65 years old.",408
409,1,"4
Early action is important for stroke
Know the warning signs and symptoms of stroke so that you can act fast if you or someone you know might be having a stroke.",409
410,1,The chances of survival are greater when emergency treatment begins quickly.,410
411,1,"In one survey, 93% of respondents recognized sudden numbness on one side as a symptom of stroke.",411
412,1,Only 38% were aware of all major symptoms and knew to call 9-1-1 when someone was having a stroke.,412
413,1,"5
Patients who arrive at the emergency room within 3 hours of their first symptoms often have less disability 3 months after a stroke than those who receive delayed care.",413
414,1,"5
Populations
Americans at risk for stroke
High blood pressure, high cholesterol, smoking, obesity, and diabetes are leading causes of stroke.",414
415,1,One in three US adults has at least one of these conditions or risk factors.,415
416,1,"2

Learn how to take steps to prevent stroke.",416
417,1,"What CDC is doing
CDC and its partners are leading national initiatives and programs to reduce rates of death and disability caused by stroke and to help people live longer, healthier lives.",417
418,1,"CDC's Division for Heart Disease and Stroke Prevention (DHDSP) provides resources to all 50 states to address heart disease and stroke, as well as helping lead or support the following:

The WISEWOMAN program screens women aged 35 to 64 who with low incomes and little or no insurance for chronic disease risk factors and refers them to lifestyle programs in an effort to prevent heart disease and strokes.",418
419,1,"The Paul Coverdell National Acute Stroke Program funds states to measure, track, and improve the quality of care for stroke patients.",419
420,1,The program works to reduce death and disability from stroke.,420
421,1,"The Million Hearts® initiative, which is co-led by CDC and the Centers for Medicare & Medicaid Services, works with other federal agencies and private-sector partners to raise awareness about heart disease and stroke and prevent heart attacks and strokes.",421
422,1,"he signs and symptoms of pneumonia vary from mild to severe, depending on factors such as the type of germ causing the infection, and your age and overall health.",422
423,1,"Mild signs and symptoms often are similar to those of a cold or flu, but they last longer.",423
424,1,"Signs and symptoms of pneumonia may include:

Chest pain when you breathe or cough
Confusion or changes in mental awareness (in adults age 65 and older)
Cough, which may produce phlegm
Fatigue
Fever, sweating and shaking chills
Lower than normal body temperature (in adults older than age 65 and people with weak immune systems)
Nausea, vomiting or diarrhea
Shortness of breath
Newborns and infants may not show any sign of the infection.",424
425,1,"Or they may vomit, have a fever and cough, appear restless or tired and without energy, or have difficulty breathing and eating.",425
426,1,"When to see a doctor
See your doctor if you have difficulty breathing, chest pain, persistent fever of 102 F (39 C) or higher, or persistent cough, especially if you're coughing up pus.",426
427,1,"It's especially important that people in these high-risk groups see a doctor:

Adults older than age 65
Children younger than age 2 with signs and symptoms
People with an underlying health condition or weakened immune system
People receiving chemotherapy or taking medication that suppresses the immune system
Many germs can cause pneumonia.",427
428,1,The most common are bacteria and viruses in the air we breathe.,428
429,1,Your body usually prevents these germs from infecting your lungs.,429
430,1,"But sometimes these germs can overpower your immune system, even if your health is generally good.",430
431,1,Pneumonia is classified according to the types of germs that cause it and where you got the infection.,431
432,1,"Community-acquired pneumonia
Community-acquired pneumonia is the most common type of pneumonia.",432
433,1,It occurs outside of hospitals or other health care facilities.,433
434,1,"It may be caused by:

Bacteria.",434
435,1,The most common cause of bacterial pneumonia in the U.,435
436,1,is Streptococcus pneumoniae.,436
437,1,This type of pneumonia can occur on its own or after you've had a cold or the flu.,437
438,1,"It may affect one part (lobe) of the lung, a condition called lobar pneumonia.",438
439,1,Bacteria-like organisms.,439
440,1,Mycoplasma pneumoniae also can cause pneumonia.,440
441,1,It typically produces milder symptoms than do other types of pneumonia.,441
442,1,"Walking pneumonia is an informal name given to this type of pneumonia, which typically isn't severe enough to require bed rest.",442
443,1,"This type of pneumonia is most common in people with chronic health problems or weakened immune systems, and in people who have inhaled large doses of the organisms.",443
444,1,The fungi that cause it can be found in soil or bird droppings and vary depending upon geographic location.,444
445,1,"Viruses, including COVID-19.",445
446,1,Some of the viruses that cause colds and the flu can cause pneumonia.,446
447,1,Viruses are the most common cause of pneumonia in children younger than 5 years.,447
448,1,Viral pneumonia is usually mild.,448
449,1,But in some cases it can become very serious.,449
450,1,"Coronavirus 2019 (COVID-19) may cause pneumonia, which can become severe.",450
451,1,"Hospital-acquired pneumonia
Some people catch pneumonia during a hospital stay for another illness.",451
452,1,Hospital-acquired pneumonia can be serious because the bacteria causing it may be more resistant to antibiotics and because the people who get it are already sick.,452
453,1,"People who are on breathing machines (ventilators), often used in intensive care units, are at higher risk of this type of pneumonia.",453
454,1,"Health care-acquired pneumonia
Health care-acquired pneumonia is a bacterial infection that occurs in people who live in long-term care facilities or who receive care in outpatient clinics, including kidney dialysis centers.",454
455,1,"Like hospital-acquired pneumonia, health care-acquired pneumonia can be caused by bacteria that are more resistant to antibiotics.",455
456,1,"Aspiration pneumonia
Aspiration pneumonia occurs when you inhale food, drink, vomit or saliva into your lungs.",456
457,1,"Aspiration is more likely if something disturbs your normal gag reflex, such as a brain injury or swallowing problem, or excessive use of alcohol or drugs.",457
458,1,"Risk factors
Pneumonia can affect anyone.",458
459,1,"But the two age groups at highest risk are:

Children who are 2 years old or younger
People who are age 65 or older
Other risk factors include:

Being hospitalized.",459
460,1,"You're at greater risk of pneumonia if you're in a hospital intensive care unit, especially if you're on a machine that helps you breathe (a ventilator).",460
461,1,"You're more likely to get pneumonia if you have asthma, chronic obstructive pulmonary disease (COPD) or heart disease.",461
462,1,Smoking damages your body's natural defenses against the bacteria and viruses that cause pneumonia.,462
463,1,Weakened or suppressed immune system.,463
464,1,"People who have HIV/AIDS, who've had an organ transplant, or who receive chemotherapy or long-term steroids are at risk.",464
465,1,"Complications
Even with treatment, some people with pneumonia, especially those in high-risk groups, may experience complications, including:

Bacteria in the bloodstream (bacteremia).",465
466,1,"Bacteria that enter the bloodstream from your lungs can spread the infection to other organs, potentially causing organ failure.",466
467,1,"If your pneumonia is severe or you have chronic underlying lung diseases, you may have trouble breathing in enough oxygen.",467
468,1,You may need to be hospitalized and use a breathing machine (ventilator) while your lung heals.,468
469,1,Fluid accumulation around the lungs (pleural effusion).,469
470,1,Pneumonia may cause fluid to build up in the thin space between layers of tissue that line the lungs and chest cavity (pleura).,470
471,1,"If the fluid becomes infected, you may need to have it drained through a chest tube or removed with surgery.",471
472,1,An abscess occurs if pus forms in a cavity in the lung.,472
473,1,An abscess is usually treated with antibiotics.,473
474,1,"Sometimes, surgery or drainage with a long needle or tube placed into the abscess is needed to remove the pus.",474
475,1,"Prevention
To help prevent pneumonia:

Get vaccinated.",475
476,1,Vaccines are available to prevent some types of pneumonia and the flu.,476
477,1,Talk with your doctor about getting these shots.,477
478,1,The vaccination guidelines have changed over time so make sure to review your vaccination status with your doctor even if you recall previously receiving a pneumonia vaccine.,478
479,1,Make sure children get vaccinated.,479
480,1,Doctors recommend a different pneumonia vaccine for children younger than age 2 and for children ages 2 to 5 years who are at particular risk of pneumococcal disease.,480
481,1,Children who attend a group child care center should also get the vaccine.,481
482,1,Doctors also recommend flu shots for children older than 6 months.,482
483,1,Practice good hygiene.,483
484,1,"To protect yourself against respiratory infections that sometimes lead to pneumonia, wash your hands regularly or use an alcohol-based hand sanitizer.",484
485,1,Smoking damages your lungs' natural defenses against respiratory infections.,485
486,1,Keep your immune system strong.,486
487,1,"Get enough sleep, exercise regularly and eat a healthy diet.",487
488,1,Heart disease symptoms depend on the type of heart disease.,488
489,1,"Symptoms of heart disease in the blood vessels
Coronary artery disease is a common heart condition that affects the major blood vessels that supply the heart muscle.",489
490,1,"A buildup of fats, cholesterol and other substances in and on the artery walls usually causes coronary artery disease.",490
491,1,This buildup is called plaque.,491
492,1,The buildup of plaque in the arteries is called atherosclerosis (ath-ur-o-skluh-ROE-sis).,492
493,1,Atherosclerosis reduces blood flow to the heart and other parts of the body.,493
494,1,"It can lead to a heart attack, chest pain or a stroke.",494
495,1,"Symptoms of coronary artery disease can include:

Chest pain, chest tightness, chest pressure and chest discomfort, called angina.",495
496,1,"Pain in the neck, jaw, throat, upper belly or back.",496
497,1,"Pain, numbness, weakness or coldness in the legs or arms if the blood vessels in those body areas are narrowed.",497
498,1,"You might not be diagnosed with coronary artery disease until you have a heart attack, angina, a stroke or heart failure.",498
499,1,It's important to watch for heart symptoms.,499
500,1,Talk with your healthcare team about any concerns.,500
501,1,Heart disease can sometimes be found early with regular health checkups.,501
502,1,What is coronary artery disease? A Mayo Clinic cardiologist explains.,502
503,1,", talks about the risk factors, symptoms and treatment of coronary artery disease (CAD).",503
504,1,Learn how lifestyle changes can lower your risk.,504
505,1,"The heart may beat too quickly, too slowly or irregularly.",505
506,1,"Heart arrhythmia symptoms can include:

Chest pain or discomfort.",506
507,1,Fainting or almost fainting.,507
508,1,Fluttering in the chest.,508
509,1,"Heart disease symptoms caused by congenital heart defects
A congenital heart defect is a heart condition present at birth.",509
510,1,Serious congenital heart defects usually are noticed soon after birth.,510
511,1,"Congenital heart defect symptoms in children could include:

Blue or gray skin.",511
512,1,"Depending on skin color, these changes may be easier or harder to see.",512
513,1,"Swelling in the legs, belly area or areas around the eyes.",513
514,1,"In an infant, shortness of breath during feedings, leading to poor weight gain.",514
515,1,Some congenital heart defects may not be found until later in childhood or during adulthood.,515
516,1,"Symptoms may include:

Getting very short of breath during exercise or activity.",516
517,1,Easily tiring during exercise or activity.,517
518,1,"Swelling of the hands, ankles or feet.",518
519,1,"Heart disease symptoms caused by diseased heart muscle, called cardiomyopathy
In the beginning, cardiomyopathy may not cause noticeable symptoms.",519
520,1,"As the condition gets worse, symptoms may include:

Dizziness, lightheadedness and fainting.",520
521,1,Feeling short of breath during activity or at rest.,521
522,1,"Feeling short of breath at night when trying to sleep, or waking up short of breath.",522
523,1,"Rapid, pounding or fluttering heartbeats.",523
524,1,"Swollen legs, ankles or feet.",524
525,1,"Heart disease symptoms caused by heart valve disease
The heart has four valves.",525
526,1,The valves open and close to move blood through the heart.,526
527,1,Many things can damage the heart valves.,527
528,1,"If a heart valve is narrowed, it's called stenosis.",528
529,1,"If a heart valve lets blood flow backward, it's called regurgitation.",529
530,1,Symptoms of heart valve disease depend on which valve isn't working right.,530
531,1,"Symptoms may include:

Chest pain.",531
532,1,Fainting or almost fainting.,532
533,1,Swollen feet or ankles.,533
534,1,"When to see a doctor
Get emergency medical help if you have these heart disease symptoms:

Chest pain.",534
535,1,Always call 911 or your local emergency number if you think you might be having a heart attack.,535
536,1,"If you think you may have symptoms of heart disease, make an appointment for a health checkup.",536
537,1,Heart disease is easier to treat when found early.,537
538,1,"Although depression may occur only once during your life, people typically have multiple episodes.",538
539,1,"During these episodes, symptoms occur most of the day, nearly every day and may include:

Feelings of sadness, tearfulness, emptiness or hopelessness
Angry outbursts, irritability or frustration, even over small matters
Loss of interest or pleasure in most or all normal activities, such as sex, hobbies or sports
Sleep disturbances, including insomnia or sleeping too much
Tiredness and lack of energy, so even small tasks take extra effort
Reduced appetite and weight loss or increased cravings for food and weight gain
Anxiety, agitation or restlessness
Slowed thinking, speaking or body movements
Feelings of worthlessness or guilt, fixating on past failures or self-blame
Trouble thinking, concentrating, making decisions and remembering things
Frequent or recurrent thoughts of death, suicidal thoughts, suicide attempts or suicide
Unexplained physical problems, such as back pain or headaches
For many people with depression, symptoms usually are severe enough to cause noticeable problems in day-to-day activities, such as work, school, social activities or relationships with others.",539
540,1,Some people may feel generally miserable or unhappy without really knowing why.,540
541,1,"Depression symptoms in children and teens
Common signs and symptoms of depression in children and teenagers are similar to those of adults, but there can be some differences.",541
542,1,"In younger children, symptoms of depression may include sadness, irritability, clinginess, worry, aches and pains, refusing to go to school, or being underweight.",542
543,1,"In teens, symptoms may include sadness, irritability, feeling negative and worthless, anger, poor performance or poor attendance at school, feeling misunderstood and extremely sensitive, using recreational drugs or alcohol, eating or sleeping too much, self-harm, loss of interest in normal activities, and avoidance of social interaction.",543
544,1,"Depression symptoms in older adults
Depression is not a normal part of growing older, and it should never be taken lightly.",544
545,1,"Unfortunately, depression often goes undiagnosed and untreated in older adults, and they may feel reluctant to seek help.",545
546,1,"Symptoms of depression may be different or less obvious in older adults, such as:

Memory difficulties or personality changes
Physical aches or pain
Fatigue, loss of appetite, sleep problems or loss of interest in sex — not caused by a medical condition or medication
Often wanting to stay at home, rather than going out to socialize or doing new things
Suicidal thinking or feelings, especially in older men
When to see a doctor
If you feel depressed, make an appointment to see your doctor or mental health professional as soon as you can.",546
547,1,"If you're reluctant to seek treatment, talk to a friend or loved one, any health care professional, a faith leader, or someone else you trust.",547
548,1,"When to get emergency help
If you think you may hurt yourself or attempt suicide, call 911 in the U.",548
549,1,or your local emergency number immediately.,549
550,1,"Also consider these options if you're having suicidal thoughts:

Call your doctor or mental health professional.",550
551,1,Contact a suicide hotline.,551
552,1,", call or text 988 to reach the 988 Suicide & Crisis Lifeline, available 24 hours a day, seven days a week.",552
553,1,Or use the Lifeline Chat.,553
554,1,Services are free and confidential.,554
555,1,veterans or service members who are in crisis can call 988 and then press “1” for the Veterans Crisis Line.,555
556,1,The Suicide & Crisis Lifeline in the U.,556
557,1,has a Spanish language phone line at 1-888-628-9454 (toll-free).,557
558,1,Reach out to a close friend or loved one.,558
559,1,"Contact a minister, spiritual leader or someone else in your faith community.",559
560,1,"If you have a loved one who is in danger of suicide or has made a suicide attempt, make sure someone stays with that person.",560
561,1,Call 911 or your local emergency number immediately.,561
562,1,"Or, if you think you can do so safely, take the person to the nearest hospital emergency room.",562
563,1,It's not known exactly what causes depression.,563
564,1,"As with many mental disorders, a variety of factors may be involved, such as:

Biological differences.",564
565,1,People with depression appear to have physical changes in their brains.,565
566,1,"The significance of these changes is still uncertain, but may eventually help pinpoint causes.",566
567,1,Neurotransmitters are naturally occurring brain chemicals that likely play a role in depression.,567
568,1,Recent research indicates that changes in the function and effect of these neurotransmitters and how they interact with neurocircuits involved in maintaining mood stability may play a significant role in depression and its treatment.,568
569,1,Changes in the body's balance of hormones may be involved in causing or triggering depression.,569
570,1,"Hormone changes can result with pregnancy and during the weeks or months after delivery (postpartum) and from thyroid problems, menopause or a number of other conditions.",570
571,1,Depression is more common in people whose blood relatives also have this condition.,571
572,1,Researchers are trying to find genes that may be involved in causing depression.,572
573,1,"Depression often begins in the teens, 20s or 30s, but it can happen at any age.",573
574,1,"More women than men are diagnosed with depression, but this may be due in part because women are more likely to seek treatment.",574
575,1,"Factors that seem to increase the risk of developing or triggering depression include:

Certain personality traits, such as low self-esteem and being too dependent, self-critical or pessimistic
Traumatic or stressful events, such as physical or sexual abuse, the death or loss of a loved one, a difficult relationship, or financial problems
Blood relatives with a history of depression, bipolar disorder, alcoholism or suicide
Being lesbian, gay, bisexual or transgender, or having variations in the development of genital organs that aren't clearly male or female (intersex) in an unsupportive situation
History of other mental health disorders, such as anxiety disorder, eating disorders or post-traumatic stress disorder
Abuse of alcohol or recreational drugs
Serious or chronic illness, including cancer, stroke, chronic pain or heart disease
Certain medications, such as some high blood pressure medications or sleeping pills (talk to your doctor before stopping any medication)
Complications
Depression is a serious disorder that can take a terrible toll on you and your family.",575
576,1,"Depression often gets worse if it isn't treated, resulting in emotional, behavioral and health problems that affect every area of your life.",576
577,1,"Examples of complications associated with depression include:

Excess weight or obesity, which can lead to heart disease and diabetes
Pain or physical illness
Alcohol or drug misuse
Anxiety, panic disorder or social phobia
Family conflicts, relationship difficulties, and work or school problems
Social isolation
Suicidal feelings, suicide attempts or suicide
Self-mutilation, such as cutting
Premature death from medical conditions
There's no sure way to prevent depression.",577
578,1,"However, these strategies may help.",578
579,1,"Take steps to control stress, to increase your resilience and boost your self-esteem.",579
580,1,"Reach out to family and friends, especially in times of crisis, to help you weather rough spells.",580
581,1,Get treatment at the earliest sign of a problem to help prevent depression from worsening.,581
582,1,Consider getting long-term maintenance treatment to help prevent a relapse of symptoms.,582
583,1,"Common anxiety signs and symptoms include:

Feeling nervous, restless or tense.",583
584,1,"Having a sense of impending danger, panic or doom.",584
585,1,Having an increased heart rate.,585
586,1,Breathing rapidly (hyperventilation).,586
587,1,Feeling weak or tired.,587
588,1,Trouble concentrating or thinking about anything other than the present worry.,588
589,1,Having trouble sleeping.,589
590,1,Having an upset stomach or other problems with digestion.,590
591,1,Having difficulty controlling worry.,591
592,1,Having the urge to avoid things that trigger anxiety.,592
593,1,"Several types of anxiety disorders exist:

Agoraphobia (ag-uh-ruh-FOE-be-uh) is a type of anxiety disorder in which you fear and often avoid places or situations that might cause you to panic and make you feel trapped, helpless or embarrassed.",593
594,1,Anxiety disorder due to a medical condition includes symptoms of intense anxiety or panic that are directly caused by a physical health problem.,594
595,1,"Generalized anxiety disorder includes persistent and excessive anxiety and worry about activities or events — even ordinary, routine issues.",595
596,1,"The worry is out of proportion to the actual circumstance, is difficult to control and affects how you feel physically.",596
597,1,It often occurs along with other anxiety disorders or depression.,597
598,1,Panic disorder involves repeated episodes of sudden feelings of intense anxiety and fear or terror that reach a peak within minutes (panic attacks).,598
599,1,"You may have feelings of impending doom, shortness of breath, chest pain, or a rapid, fluttering or pounding heart (heart palpitations).",599
600,1,These panic attacks may lead to worrying about them happening again or avoiding situations in which they've occurred.,600
601,1,"Selective mutism is a consistent failure of children to speak in certain situations, such as school, even when they can speak in other situations, such as at home with close family members.",601
602,1,"This can interfere with school, work and social functioning.",602
603,1,Separation anxiety disorder is a childhood disorder characterized by anxiety that's excessive for the child's developmental level and related to separation from parents or others who have parental roles.,603
604,1,"Social anxiety disorder (social phobia) involves high levels of anxiety, fear and avoidance of social situations due to feelings of embarrassment, self-consciousness and concern about being judged or viewed negatively by others.",604
605,1,Specific phobias are characterized by major anxiety when you're exposed to a specific object or situation and a desire to avoid it.,605
606,1,Phobias provoke panic attacks in some people.,606
607,1,"Substance-induced anxiety disorder is characterized by symptoms of intense anxiety or panic that are a direct result of misusing drugs, taking medications, being exposed to a toxic substance or withdrawal from drugs.",607
608,1,Other types of anxiety disorders.,608
609,1,Certain types of anxiety disorders or phobias don't fit neatly into a category.,609
610,1,But they cause major distress and disrupt daily life.,610
611,1,"When to see a doctor
See your doctor if:

You feel like you're worrying too much and it's interfering with your work, relationships or other parts of your life.",611
612,1,"Your fear, worry or anxiety is upsetting to you and difficult to control.",612
613,1,"You feel depressed, have trouble with alcohol or drug use, or have other mental health concerns along with anxiety.",613
614,1,You think your anxiety could be linked to a physical health problem.,614
615,1,You have suicidal thoughts or behaviors.,615
